0;0.66
10;0.74
20;0.74
30;0.74
40;0.74
50;0.34
60;0.72
70;0.78
80;0.68
90;0.8
100;0.66
110;0.76
120;0.78
130;0.76
140;0.76
150;0.8
160;0.76
170;0.8
180;0.72
190;0.78
200;0.4
210;0.76
220;0.78
230;0.78
240;0.38
250;0.78
260;0.78
270;0.76
280;0.76
290;0.74
300;0.74
310;0.78
320;0.76
330;0.78
340;0.74
350;0.78
360;0.78
370;0.78
380;0.78
390;0.78
400;0.78
410;0.78
