0;0.25
10;0.23413717496017394
20;0.20558867295566002
30;0.1770618881619071
40;0.17256281129147244
50;0.33548888780921043
60;0.13673180971048712
70;0.19491031708784845
80;0.11891023391178786
90;0.14478984887277935
100;0.3749725789431602
110;0.08685346040300976
120;0.10570512988892139
130;0.16085970732707583
140;0.08119825922709241
150;0.08085056890772246
160;0.1240595461271117
170;0.08038162544196195
180;0.05322886407921085
190;0.08137587134162776
200;0.045725873320219025
210;0.04239788229747326
220;0.043850472922060374
230;0.03905970874193728
240;0.03822205157623018
250;0.055876617199622586
260;0.020566525702769855
270;0.020955303049653883
280;0.06749328984950438
290;0.010943324622450415
300;0.008601468959893799
310;0.03346135921344335
320;0.00860323935634816
330;0.021184717690349793
340;0.005244929996342328
350;0.006183215790454323
360;0.005212488273296513
370;0.003913509887399434
380;0.003357295516342614
390;0.0027740203467364823
400;0.0024040105503051667
410;0.002102833374198098
