0;0.25
10;0.23638788090944127
20;0.22702091033023222
30;0.20289916735644545
40;0.19644656808232755
50;0.17510811084950162
60;0.19292802857615313
70;0.2152137559584901
80;0.14490162073080862
90;0.18682042847134817
100;0.13030443999516864
110;0.16748127190652715
120;0.21464217198978844
130;0.1849232849892364
140;0.11562335686623322
150;0.11535901241402285
160;0.09241669352927435
170;0.11365022246787022
180;0.12341277742883543
190;0.19232944985705452
200;0.3238528273833398
210;0.1384007920452575
220;0.19185335200771922
230;0.10986744273635522
240;0.05352074023517211
250;0.08099509701408343
260;0.05312355525025608
270;0.03642225979424624
280;0.03986957110245691
290;0.25458332349374563
300;0.03865977774702198
310;0.03746340197338084
320;0.02215742385686556
330;0.021135887731280653
340;0.12662573053856047
350;0.011853730499329175
360;0.10913674642068946
370;0.010395102617364212
380;0.0141493907366985
390;0.0066069065955983355
400;0.03185909672021101
410;0.0049192599814054565
