0;0.66
10;0.7
20;0.7
30;0.46
40;0.72
50;0.78
60;0.72
70;0.76
80;0.74
90;0.72
100;0.68
110;0.72
120;0.72
130;0.78
140;0.74
150;0.74
160;0.72
170;0.44
180;0.76
190;0.76
200;0.62
210;0.76
220;0.74
230;0.82
240;0.78
250;0.78
260;0.78
270;0.78
280;0.74
290;0.78
300;0.78
310;0.78
320;0.78
330;0.66
340;0.78
350;0.7
360;0.72
370;0.74
380;0.74
390;0.76
400;0.78
410;0.78
