0;0.25
10;0.2303793386431724
20;0.19867361985060045
30;0.16546879114622884
40;0.16708019156176784
50;0.23924020089298823
60;0.13620275559938191
70;0.17359270016295764
80;0.09870380793660176
90;0.11115118816574536
100;0.33820563909880497
110;0.08648978942816263
120;0.0763533198417615
130;0.1254655882487114
140;0.07977272579558403
150;0.049774829346146965
160;0.09227304534917398
170;0.21120452721514446
180;0.040363768469266745
190;0.04427075137749645
200;0.24527847424067856
210;0.027329057802826236
220;0.05579189935410105
230;0.018124036803436935
240;0.14953795232296457
250;0.025768200090858194
260;0.014812550273689743
270;0.042751297265195505
280;0.010641594887658716
290;0.008083799784554641
300;0.014431003210045992
310;0.005232403666213484
320;0.00737145579505082
330;0.004118390145577914
340;0.003873054997111187
350;0.0031944039587272184
360;0.0026364534812445177
370;0.0022829498019008494
380;0.002003397777317776
390;0.0017803523581281131
400;0.0015963373672314464
410;0.0014375175892161077
